"date","pressure_average(hPa)","pressure_sea_level(hPa)","precipitation_sum(mm)","precipitation_max_1hour(mm)","precipitation_max_10minutes(mm)","temperature_average(℃)","temperature_max(℃)","temperature_min(℃)","humidity_average(%)","humidity_min(%)","wind_average_speed(m/s)","wind_max_speed(m/s)","wind_max_speed_direction(m/s)","wind_max_instantaneous_speed(m/s)","wind_max_instantaneous_direction(m/s)","sunshine_duration_(h)","snow_fall(cm)","snow_depth(cm)","weatherdaytime (06:00-18:00)","weathernighttime (18:00-06:00)","block_no","Source_Sheet"
2022-07-19,1001.3,1006.1,27,11.5,5,27.1,28.6,25.5,93,89,4.3,7.5,"西",13.5,"西南西",0,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-20,1003.7,1008.5,70,35.5,15,26.9,28.2,25.1,95,90,3.3,6.7,"西南西",12.6,"西南西",0,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-21,1002.9,1007.7,0.5,0.5,0.5,27.6,29.2,26,93,87,3.1,4.4,"西",8.9,"西南西",0.1,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-22,1002.3,1007.1,0,0,0,26.1,28.8,22.9,78,67,3,5.6,"西北西",8.8,"西北西",12.2,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-23,1002.4,1007.2,0,0,0,25.2,29.1,21.8,81,67,2.4,4.2,"西北西",6.4,"北西",12.9,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-24,1002.1,1006.8,0,0,0,27.4,31.8,22,79,69,2.5,4.3,"南南西",8.1,"南南西",7.4,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-25,1004.2,1009,0,0,0,28.7,32,25.9,80,65,2,3.8,"西南西",5.5,"南西",10.2,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-26,1004.7,1009.5,0,0,0,27.4,31.4,24.1,81,68,2.1,4.3,"西北西",6.5,"西",10.7,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-27,1004.1,1008.9,0,0,0,27,31.1,22.2,76,59,1.8,4.2,"西北西",6.5,"西北西",9.1,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-28,1005.4,1010.1,0,0,0,28.9,34.1,25,74,52,1.8,3.9,"北西",5.9,"北西",10.3,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-29,1003.9,1008.7,1,1,1,29.7,34.3,25.7,66,49,3.6,6,"東",12.9,"東北東",8.9,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-30,1002.2,1006.9,1,1,0.5,29.2,34,25.7,73,56,2.5,4.4,"東南東",10.6,"東南東",5.8,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-31,1003,1007.7,10,9.5,6.5,29.3,33.5,24.5,71,57,3.3,5.4,"南南東",13.5,"南南西",4.2,NA,NA,NA,NA,"47823","47823_2022_7"
2022-07-01,1011.1,1014.7,0,0,0,28.9,33.6,25.3,71,53,2.9,6.2,"南東",10.2,"南東",13.5,0,0,"晴","晴後一時薄曇","47827","47827_2022_7"
2022-07-02,1008.5,1012.1,0,0,0,29,32.9,26,71,58,3.4,7.4,"北東",10.9,"北東",7.8,0,0,"曇時々晴","曇時々晴","47827","47827_2022_7"
2022-07-03,1006,1009.6,25,6,1.5,26.7,28.5,25.2,86,75,2.9,6.9,"南東",11.8,"東南東",0,0,0,"雨","雨","47827","47827_2022_7"
2022-07-04,1002.1,1005.7,48,12.5,5.5,26.4,28.7,24.4,91,80,3.9,8.9,"南南東",12.8,"南東",0,0,0,"雨時々曇","大雨一時曇","47827","47827_2022_7"
2022-07-05,1003.2,1006.8,39.5,24.5,9.5,27.6,31.6,25.2,84,67,3.8,7.9,"西",12.7,"南西",2.1,0,0,"曇一時雨","大雨時々曇、雷を伴う","47827","47827_2022_7"
2022-07-06,1006.7,1010.3,60,33.5,13.5,27.3,30.3,24.6,88,73,1.8,6.1,"北西",9.9,"北北西",2.2,0,0,"曇時々雨、雷を伴う","曇","47827","47827_2022_7"
2022-07-07,1006.7,1010.2,0,0,0,28.9,34.3,26.1,82,61,2.5,6.9,"西北西",9.8,"西北西",8,0,0,"曇一時晴","晴時々薄曇","47827","47827_2022_7"
2022-07-08,1003.3,1006.9,17.5,10.5,3.5,28.8,33.3,26.5,82,60,2.3,5.1,"西北西",7.3,"西北西",6.2,0,0,"曇後晴","大雨時々曇一時晴、雷を伴う","47827","47827_2022_7"
2022-07-09,998.5,1002.1,37.5,29,14,28.4,33.9,25.2,80,49,3.5,9,"北北西",16.6,"北西",9.5,0,0,"晴一時曇","晴","47827","47827_2022_7"
2022-07-10,1001.6,1005.1,0,0,0,28.1,32.5,24,77,59,2.3,4.5,"南東",6.5,"南",10,0,0,"晴後一時曇","曇時々晴","47827","47827_2022_7"
2022-07-11,1004,1007.5,0,0,0,29.1,32.1,26.8,78,65,2.3,4.6,"南南東",6.9,"東南東",8.2,0,0,"晴後曇","曇後一時雨","47827","47827_2022_7"
2022-07-12,1004,1007.6,13,12.5,10,29.3,34.1,26,80,59,2.4,6.5,"西北西",8.9,"西北西",4.5,0,0,"曇後一時晴","薄曇","47827","47827_2022_7"
2022-07-13,1002.7,1006.3,0,0,0,30,34.8,26.6,78,62,3.1,7.3,"西北西",9.9,"西北西",7.8,0,0,"晴時々曇","曇後一時晴","47827","47827_2022_7"
2022-07-14,1000.8,1004.3,0,0,0,30.2,34.2,28,76,59,4,7.7,"西北西",12.6,"西北西",4.7,0,0,"曇時々晴","雨時々曇","47827","47827_2022_7"
2022-07-15,998.6,1002.1,68.5,48,19.5,28.2,30.9,24.2,85,76,3.5,7.6,"北西",12.2,"北西",0.7,0,0,"曇時々雨","大雨時々曇、雷を伴う","47827","47827_2022_7"
2022-07-16,996,999.6,47.5,62.5,16.5,28.7,33.7,24.1,80,58,3.5,6.9,"西",9.7,"北西",8.7,0,0,"晴時々曇一時雨","曇時々晴","47827","47827_2022_7"
2022-07-17,1000,1003.6,0,0,0,28,30.5,25.8,74,58,1.9,4.6,"北西",7.3,"北西",0.4,0,0,"曇","曇後一時雨","47827","47827_2022_7"
2022-07-18,1001.8,1005.4,15,8.5,4,28.8,33.3,24.6,83,68,3.4,7.3,"南南西",13.2,"南西",2.5,0,0,"曇時々雨、雷を伴う","曇時々雨一時晴","47827","47827_2022_7"
2022-07-19,1002.9,1006.4,4.5,2.5,1,30,33.3,27.1,78,67,5.5,10.1,"西南西",17,"西南西",1.3,0,0,"曇後一時雨","雨時々曇、雷を伴う","47827","47827_2022_7"
2022-07-20,1004.9,1008.5,4,1,1,29.4,32,28.2,83,74,4.9,9,"西南西",15.7,"西北西",0.5,0,0,"曇一時雨","雨時々曇","47827","47827_2022_7"
2022-07-21,1004.1,1007.7,0,0.5,0,29.9,32.1,27.7,81,72,4.4,7.7,"西南西",13.2,"西",0.8,0,0,"曇後一時雨","晴時々曇","47827","47827_2022_7"
2022-07-22,1003,1006.6,0,0,0,28,32.3,25,70,47,4.1,7.7,"西",11.4,"西北西",10,0,0,"晴一時曇","晴","47827","47827_2022_7"
2022-07-23,1003.3,1006.9,0,0,0,27.6,33,23.5,70,51,2.9,7.1,"西北西",9.2,"西北西",12.1,0,0,"晴","晴","47827","47827_2022_7"
2022-07-24,1003.7,1007.2,0,0,0,28,31.1,23.9,80,69,2.3,4.2,"南南東",6.4,"南東",7.5,0,0,"晴後時々曇","曇時々晴","47827","47827_2022_7"
2022-07-25,1005.4,1009,0,0,0,30,33.7,27.8,79,63,2.1,4.1,"南東",6.2,"南東",8.9,0,0,"晴時々曇","晴","47827","47827_2022_7"
2022-07-26,1005.5,1009,0,0,0,30.4,35.6,27.3,74,54,2.5,4.8,"西北西",7.7,"西北西",11.4,0,0,"晴","晴","47827","47827_2022_7"
2022-07-27,1005.1,1008.7,0,0,0,29.1,33.8,26.7,77,61,2.9,7.3,"北北東",11.4,"北北東",6.7,0,0,"晴後曇一時雨","晴時々曇一時雨","47827","47827_2022_7"
2022-07-28,1006.6,1010.1,0,0,0,30.5,34.9,27.2,70,55,3.9,7.7,"北東",12.5,"北東",9.7,0,0,"晴","晴","47827","47827_2022_7"
2022-07-29,1004.8,1008.4,4,2.5,2.5,29.7,34,26.9,75,56,5.6,10.4,"北東",15.9,"北北東",5.7,0,0,"曇時々晴","雨時々曇","47827","47827_2022_7"
2022-07-30,1003.8,1007.4,14,7.5,3,28.9,32.5,26.5,83,68,5.5,9.4,"南東",14.7,"南東",5.4,0,0,"晴後曇時々雨","雨後時々曇","47827","47827_2022_7"
2022-07-31,1005.3,1008.8,16.5,9,5,29.6,32.1,25.4,77,70,6.8,11.9,"南南東",20.7,"南東",2.6,0,0,"曇","晴時々曇","47827","47827_2022_7"
2022-07-01,1011.1,1014.6,0,0,0,27.2,31.1,22.8,78,64,3.4,6.5,"東南東",9.3,"南東",13.4,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-02,1008.3,1011.8,0,0,0,28.5,32.7,24.7,73,56,4.7,8.2,"東",12.7,"東",10.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-03,1005.6,1009.2,23.5,6,3.5,25.9,27.2,24.7,89,80,5.3,9.3,"東南東",15.4,"南東",0,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-04,1001.8,1005.3,51,22.5,6,26.4,27.9,24.5,93,86,7.1,12.4,"南",18,"南",0.2,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-05,1003.7,1007.2,62.5,45,11.5,26.8,29.5,24.4,92,80,4.7,12.9,"南西",19.9,"南西",1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-06,1006.8,1010.4,0,0.5,0,28,30.9,26.4,90,74,3.4,6.5,"南西",10.4,"西南西",5.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-07,1006.9,1010.5,0,0,0,28.2,32,25.8,87,72,2.5,4.7,"西",7.7,"西",6.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-08,1003.6,1007.2,0.5,0.5,0.5,28.4,32.4,25.2,85,64,3.1,8,"南西",12.3,"南西",8.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-09,998.9,1002.4,17,13,11.5,27.8,32.3,24.1,86,66,3.8,7.5,"西北西",13.4,"西北西",7.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-10,1001.8,1005.4,0,0,0,26.7,31.1,22.2,84,61,2.2,4.2,"北北西",5.9,"南南西",10.5,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-11,1004.3,1007.9,0,0,0,27.4,31,23.6,84,69,2.3,4.1,"南南西",5.8,"南南西",9.6,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-12,1004.3,1007.9,0,0,0,28.2,32.4,25.6,86,70,2.2,4.7,"西",7.7,"西北西",6.5,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-13,1003.1,1006.7,1,0.5,0.5,28.2,31.6,25.8,88,75,2.7,5.6,"西",9.2,"西北西",5.2,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-14,1001.2,1004.7,0,0,0,28.9,32.4,26.4,87,71,4,7.4,"西南西",12.2,"西",4.5,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-15,998.8,1002.3,0,0,0,28.7,31.4,27.6,90,77,4.6,7.1,"西南西",11.6,"西南西",0.8,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-16,996.4,999.9,6,2,1.5,28.2,31.9,24.3,85,67,4,8,"西南西",12.6,"西南西",6.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-17,1000.3,1003.8,0,0,0,26.6,30.4,24.1,82,58,2.2,5.1,"北北西",7.3,"北北西",1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-18,1002.1,1005.6,31,21,15,27.9,31.9,24.2,91,82,3.7,8.9,"西南西",17.2,"南西",2.2,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-19,1003.6,1007.1,25.5,23.5,8,28.6,31.1,25.5,91,81,5.9,9.5,"南西",17.8,"西",1.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-20,1005.5,1009,5,4.5,4.5,28.7,31.3,27.6,91,78,5.5,8.7,"西南西",13.7,"西南西",2.4,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-21,1004.6,1008.1,0,0,0,28.6,30.4,27.3,91,83,4.2,6.9,"西南西",11.3,"西南西",0.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-22,1003.5,1007,0,0,0,27,30.3,23.2,75,53,4.6,8.5,"北北西",12.1,"北北西",10.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-23,1003.6,1007.1,0,0,0,26.3,31.8,21.5,79,48,3,6.1,"北北西",9.3,"北北西",12.6,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-24,1003.8,1007.4,0,0,0,27,30.6,21.8,85,68,2.9,4.5,"南東",6.4,"南東",8.7,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-25,1005.6,1009.1,0,0,0,29.3,33.6,26.8,84,67,2.8,4.6,"南西",6.9,"南南西",9.4,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-26,1005.7,1009.2,0,0,0,28.8,33.3,25.8,85,65,2.9,4.6,"西",7.1,"西",8.9,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-27,1005.2,1008.7,28.5,28,12.5,27.4,31.9,24.1,87,68,2.9,7,"北",10.9,"北",5.3,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-28,1006.4,1009.9,0,0,0,29.4,33.2,26.7,74,58,4.9,7.9,"東北東",12.9,"東",9.4,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-29,1004.5,1008,49,34,10,28.8,32.2,24.9,79,64,6.4,13.5,"南東",21.7,"南東",7.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-30,1003.4,1006.9,19,34,7,28.4,31.7,25.7,85,72,8.6,13.4,"南東",19.3,"南東",7.1,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-31,1004.8,1008.3,18,18,13.5,29,31.5,24.6,84,75,10,13,"南東",20.3,"南南東",5.4,NA,NA,NA,NA,"47831","47831_2022_7"
2022-07-01,1010.3,1014.6,0,0,0,27.3,30.7,24.5,87,71,4.6,7.9,"東北東",12,"東北東",7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-02,1007.7,1012,1.5,1.5,1.5,27.1,29.5,25.6,90,77,5.9,10.4,"東北東",15.7,"東北東",3.3,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-03,1005.1,1009.4,109,25,14,25.3,26.7,24,98,94,3.8,9.3,"南南西",14.2,"南東",0,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-04,1001.6,1005.9,75,23.5,9.5,27,30.1,24.2,91,77,7.1,10.4,"南南東",20.7,"南南東",1.2,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-05,1003.1,1007.4,1.5,1,1,27.5,29.5,26.4,89,81,9.3,13.3,"西南西",17.3,"西南西",0.3,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-06,1006.1,1010.4,0,0,0,28.1,30.6,26.2,89,79,3.8,7.4,"西南西",10.4,"南",4.5,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-07,1006.1,1010.3,1,1,1,27.9,30.5,26.5,92,82,5.3,10.7,"西南西",13.6,"西",4.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-08,1003,1007.2,0,0,0,28.3,30.8,26.7,90,79,4.7,7.9,"西南西",10.1,"西南西",10.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-09,998.3,1002.5,69,43.5,19.5,27.6,30,24.3,90,81,6.8,15,"西南西",24.4,"北",7.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-10,1001,1005.2,0,0,0,27,29.5,24.7,84,73,3,5.9,"西北西",7.9,"西北西",12.2,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-11,1003.5,1007.8,0,0,0,27.4,30.3,24.6,86,73,2.1,4.5,"南南東",5.7,"南南東",11.4,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-12,1003.5,1007.8,0,0,0,28.7,31,26.2,90,82,4.5,7.7,"西",9.5,"西",8.1,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-13,1002.3,1006.5,0,0,0,28.7,30.7,27.4,89,81,5.3,9.4,"西",11.6,"西",8.2,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-14,1000.5,1004.7,0,0,0,28.8,31.3,27.5,89,79,6.9,9.6,"西",12.3,"西",6.8,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-15,998.6,1002.8,0,0,0,29,31.6,27.8,89,80,4.9,7.7,"西南西",9.2,"西南西",4,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-16,996.1,1000.3,56.5,44,13.5,27.8,29.8,23.8,91,82,7,13.8,"西",24.6,"西",6,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-17,999.5,1003.7,0,0,0,27.1,29.2,25,87,74,3.7,6.9,"西",8.2,"北西",1.4,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-18,1001.7,1005.9,0.5,0.5,0.5,29,31.7,25.1,87,78,6.7,10.7,"南南西",16.3,"南南西",7.5,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-19,1003.2,1007.4,0.5,0.5,0.5,29.3,31.7,27.2,87,76,10,13.4,"西南西",17.9,"西南西",4.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-20,1005,1009.2,0.5,0.5,0.5,29.2,31.3,27.2,91,81,9.2,11.7,"西南西",16,"西南西",2.6,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-21,1003.9,1008.1,0,0,0,29.4,31.8,28.2,91,80,8.5,10.2,"西南西",13.9,"西南西",3.6,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-22,1002.4,1006.6,0,0,0,27.6,29.3,26.4,80,65,7.8,11.3,"西北西",14.5,"西北西",9.1,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-23,1002.8,1007.1,0,0,0,26.8,29.4,24.1,78,68,5,9.6,"西北西",11.7,"北西",12.6,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-24,1003.2,1007.5,0,0,0,27.2,31.9,22.5,78,46,2.2,4.8,"南西",6.7,"南南東",10.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-25,1004.9,1009.2,0,0,0,29.1,32.3,26.3,84,71,2.7,5.8,"南西",7,"南西",7.3,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-26,1004.9,1009.1,0,0,0,29,32.2,26.2,87,70,2,3.7,"北北西",5.2,"南",9.4,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-27,1004.3,1008.5,2,1,0.5,27.3,30.1,25.8,91,78,3.4,7.1,"東北東",10.7,"東北東",2.4,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-28,1005.5,1009.7,7,2,2,28.6,32.2,26.2,87,67,5.1,8.5,"北東",13.6,"北東",7.6,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-29,1002.9,1007.1,92.5,28,11.5,27.3,31,25.3,93,76,7.3,13.1,"東",21.8,"東",3.7,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-30,1002.9,1007.2,23.5,6.5,4,27.8,31.2,24.7,92,79,7.1,14.5,"南南東",25.3,"南南東",5.2,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-31,1004.9,1009.1,0.5,1,0.5,28.5,31.2,24.7,88,80,7.5,11.7,"南南東",24.9,"南南東",2.9,NA,NA,NA,NA,"47837","47837_2022_7"
2022-07-01,1010.4,1014.7,0,0,0,27.4,31,25,82,62,3,6.2,"東",8.2,"東北東",8.6,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-02,1007.6,1011.9,2,1.5,1.5,27.1,28.9,25.3,87,79,4.4,8.4,"東北東",10.8,"東北東",0.4,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-03,1004.4,1008.7,153.5,46,14,25.3,27.3,23,94,85,5.7,9.4,"南",18.5,"南",0,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-04,1001,1005.3,62,19,10,26.5,27.9,24.7,92,86,7.7,11.6,"南",17.5,"南南西",0.3,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-05,1003.4,1007.7,23.5,6.5,4,26.1,29.1,24.7,91,75,2.6,10.7,"南",15.9,"南",0,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-06,1006.1,1010.4,0,0,0,27,31.7,23.9,87,65,2.2,4.6,"西北西",7.7,"北北西",3.8,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-07,1006.2,1010.5,12,6,2.5,27.2,31.9,24.8,85,63,2.1,6,"北西",8.7,"西",8.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-08,1003.1,1007.4,0,0,0,27.4,31.1,23.8,82,66,2,3.8,"南南東",7.2,"南南東",8.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-09,998.5,1002.8,14.5,6.5,3.5,26.6,30.3,24.8,88,74,2.9,6.9,"北東",9.8,"北東",4,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-10,1001.2,1005.5,0,0,0,26.6,29.4,23.4,77,66,3.4,5.7,"北",8.2,"西北西",10.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-11,1003.7,1008,0,0,0,26.9,30.2,23.2,81,69,2.1,3.7,"南",5.1,"南南東",11,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-12,1003.7,1008,0,0,0,28.1,31.9,24.8,84,69,2,5.2,"北西",10.8,"北西",9.8,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-13,1002.5,1006.7,0,0,0,28.4,32.2,25.5,81,64,2.6,6.1,"北西",9.8,"北西",6.9,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-14,1000.6,1004.9,0,0,0,28.2,32.5,25,79,62,2.4,4.7,"南南東",6.7,"南南東",7.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-15,998.5,1002.8,0,0,0,28.4,32.2,24.9,81,64,2,5.1,"南南西",6.7,"南南西",7.3,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-16,996.2,1000.5,68.5,37.5,12,26.9,30.2,24.8,89,68,2.1,5.9,"北西",8.7,"北北西",4.1,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-17,999.6,1003.9,0,0,0,26.5,31.1,23.3,79,49,2.6,7.3,"北西",10.8,"北西",0.9,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-18,1001.9,1006.2,32,10,5.5,26.9,31.8,23.5,87,65,2.7,5.5,"南西",8.7,"南南西",3.6,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-19,1003.4,1007.7,29.5,13,3.5,27,30.5,25.2,91,74,2.2,5.7,"南",8.7,"南",0.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-20,1005,1009.3,0,0,0,28.6,32.1,25.1,82,66,2.2,5.6,"東北東",7.7,"東北東",6.8,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-21,1004,1008.2,0,0,0,29,32.7,26.1,81,64,1.7,3.8,"南",5.1,"南",6.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-22,1002.6,1006.9,1.5,1.5,0.5,27.5,30.2,24.7,79,61,5.2,8.1,"西北西",12.3,"北北西",7.2,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-23,1002.9,1007.2,0,0,0,26.8,30,22.8,72,57,4,6.2,"北",9.8,"北",12.1,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-24,1003.3,1007.6,0,0,0,26.9,30.5,22.2,79,64,2.9,5.1,"南南東",7.7,"南",11.3,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-25,1005,1009.3,0,0,0,28.4,31.3,25.5,82,70,2.6,4.7,"南",6.7,"南南東",8.7,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-26,1005,1009.3,0,0,0,28.3,31.8,25,84,71,2,3.7,"北北東",4.6,"南南東",12.1,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-27,1004.3,1008.6,0.5,0.5,0.5,28.1,31.1,25.8,84,68,3.7,6.8,"北北東",8.7,"南東",4.4,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-28,1005.5,1009.8,6,3,3,28.5,31.4,25.7,83,69,4.3,9.9,"東北東",12.9,"東北東",8.4,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-29,1002.9,1007.2,64,16,9,27.1,30.6,25.2,89,72,4.7,9.9,"北東",17,"東北東",1.6,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-30,1002.2,1006.5,36.5,8.5,4.5,27.4,30.1,25.3,89,80,7.9,11.3,"南南東",19.5,"南南東",2.1,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-31,1003.9,1008.2,12,9,5,28,30.5,24.2,86,78,8.4,13.6,"南",23.1,"南南東",1.3,NA,NA,NA,NA,"47836","47836_2022_7"
2022-07-01,1011.2,1012.1,14,8.5,7,27.8,31.3,25.5,81,62,2,4.3,"南南東",11.2,"東南東",3.1,NA,NA,"曇一時晴後一時雨","曇時々雨","47909","47909_2022_7"
2022-07-02,1007.6,1008.5,18.5,9,5,27.1,30.2,25.2,86,67,2.4,7.5,"南東",15.9,"東",1.3,NA,NA,"曇時々雨","雨後曇一時晴","47909","47909_2022_7"
2022-07-03,1004.2,1005.1,13.5,3.5,2.5,27.2,28.5,25.9,84,75,5.1,7.3,"南南東",15.8,"南南東",0.1,NA,NA,"雨時々曇","雨時々曇","47909","47909_2022_7"
2022-07-04,1004.6,1005.5,17,5.5,3.5,27.5,29.6,26.1,86,79,4.6,7.5,"南",16.6,"南南東",1,NA,NA,"雨時々曇","曇後一時雨一時晴","47909","47909_2022_7"
2022-07-05,1008.2,1009.1,1.5,1.5,1,29,33,26.6,79,62,3.3,5.3,"南南西",9.5,"南南西",9.6,NA,NA,"晴一時曇","雨時々晴一時曇","47909","47909_2022_7"
2022-07-06,1010,1010.9,1.5,1.5,0.5,28.7,32.6,25.8,81,64,2.6,5.4,"南南西",9,"南西",9.2,NA,NA,"晴後曇時々雨","曇時々晴一時雨","47909","47909_2022_7"
2022-07-07,1010.6,1011.5,0,0,0,28.2,32.1,25.8,81,65,1.5,4.1,"北北東",6.1,"北北東",3.7,NA,NA,"曇後一時晴","曇一時晴","47909","47909_2022_7"
2022-07-08,1007.6,1008.5,0,0,0,28.7,33.1,25.3,80,63,1.9,4.9,"西",8.4,"西",9.7,NA,NA,"曇時々晴一時雨、雷を伴う","曇後時々晴","47909","47909_2022_7"
2022-07-09,1003.8,1004.7,0,0,0,29,31.3,26.6,81,73,2.6,5.3,"西北西",12.1,"西南西",2,NA,NA,"曇一時晴後時々雨、雷を伴う","晴時々曇","47909","47909_2022_7"
2022-07-10,1005,1005.9,0,0,0,29.7,32.7,28.4,82,71,1.9,3.7,"北西",9.5,"南南西",3.8,NA,NA,"雨後晴時々曇","雨時々曇一時晴","47909","47909_2022_7"
2022-07-11,1007.3,1008.2,6,5,4.5,29.1,32.5,26.8,83,64,1.9,4.7,"西",10.7,"西南西",7.6,NA,NA,"晴時々曇一時雨","晴時々曇一時雨","47909","47909_2022_7"
2022-07-12,1008.1,1009,0,0,0,29.1,33.1,25.7,79,62,1.9,5.2,"北北西",8.3,"北",10,NA,NA,"晴時々曇","曇後晴","47909","47909_2022_7"
2022-07-13,1007.1,1008,0,0,0,28.9,33.3,25.6,78,54,1.8,4.8,"北北西",8.9,"北西",10.7,NA,NA,"晴","晴時々曇","47909","47909_2022_7"
2022-07-14,1005.6,1006.5,0,0,0,29.5,34.2,25.8,75,53,1.8,3.7,"南",7,"北北西",8.1,NA,NA,"曇一時雨後晴","曇時々晴","47909","47909_2022_7"
